Samples	SBS1	SBS2	SBS5	SBS13	SBS32	SBS35	SBS37	SBS40	SBS46	SBS54
LKCGP-P001907-271574-01-06-01-D1	2	0	135	0	0	0	0	0	0	0
LKCGP-P002001-256357-01-02-01-R2	4	0	157	0	0	0	0	0	0	0
LKCGP-P002004-269139-01-04-01-R1	12	0	189	0	0	0	0	0	0	0
LKCGP-P002006-260311-01-02-05-R1	5	0	181	0	0	0	0	0	0	0
LKCGP-P002007-273584-01-03-05-R1	15	0	231	0	0	0	0	0	0	0
LKCGP-P002101-256446-01-02-19-R2	9	0	151	0	0	0	0	0	0	0
LKCGP-P002102-262924-01-04-01-D1	0	0	120	0	0	0	0	0	0	0
LKCGP-P002104-269055-01-04-01-D1	1	0	141	0	0	0	0	0	0	0
LKCGP-P002107-279150-01-03-01-R1	12	0	26	0	0	0	0	193	0	0
LKCGP-P002201-257247-01-04-01-R1	7	0	512	0	0	0	0	0	0	0
LKCGP-P002204-269605-01-03-04-R1	3	0	134	0	0	0	67	109	0	0
LKCGP-P002301-257587-01-04-01-D1	3	0	116	0	0	0	168	398	0	0
LKCGP-P002302-267630-01-01-01-D1	4	0	121	0	0	0	0	0	0	0
LKCGP-P002306-263873-01-01-01-D1	36	0	553	0	0	0	0	0	0	0
LKCGP-P002402-267982-01-04-01-P1	9	0	101	0	0	0	70	268	0	0
LKCGP-P002404-271735-01-01-01-D1	17	0	135	0	0	0	0	0	0	0
LKCGP-P002501-259744-01-03-05-R1	13	0	64	0	0	0	0	143	0	0
LKCGP-P002502-268459-01-02-05-R1	11	0	161	0	0	0	0	0	0	0
LKCGP-P002506-265070-01-01-01-P1	9	12	249	28	0	0	0	0	0	0
LKCGP-P002601-260323-01-04-01-P2	7	0	381	0	0	0	0	0	0	0
LKCGP-P002602-269189-01-04-01-D1	11	0	106	0	0	0	0	0	0	0
LKCGP-P002604-272051-01-04-01-D1	19	0	368	0	0	0	0	0	0	0
LKCGP-P002606-265650-01-06-19-R1	4	0	145	0	0	0	0	0	0	0
LKCGP-P002701-261129-01-04-21-D1	23	0	319	0	0	0	0	0	0	0
LKCGP-P002702-270641-01-04-01-R1	12	0	69	0	0	0	0	176	0	0
LKCGP-P002704-273230-01-04-01-R2	12	0	117	0	0	0	0	0	0	0
LKCGP-P002801-261252-01-02-05-R1	14	0	131	0	0	0	0	0	0	0
LKCGP-P002802-270846-01-01-01-D1	24	0	262	0	0	0	0	0	0	0
LKCGP-P002902-273015-01-02-03-P1	4	0	144	0	0	0	0	0	0	0
LKCGP-P002904-273913-01-01-01-D1	12	0	147	0	0	0	0	0	0	0
LKCGP-P002906-271853-01-04-01-D1	19	0	195	0	0	0	0	0	0	0
LKCGP-P003001-262058-01-03-01-P1	13	0	180	0	0	0	0	291	0	0
LKCGP-P003002-273246-01-02-01-P1	7	0	143	0	0	0	0	0	0	0
LKCGP-P003004-275025-01-02-03-R3	51	0	190	0	0	0	0	0	0	0
LKCGP-P003006-272327-01-02-05-R1	7	0	136	0	0	0	0	0	0	0
LKCGP-P003101-262198-01-01-21-R2	9	0	197	0	0	0	0	0	0	0
LKCGP-P003104-275018-01-03-19-R1	13	0	283	0	0	0	0	0	0	0
LKCGP-P003106-274807-01-01-01-P2	6	0	143	0	0	59	0	0	0	0
LKCGP-P003201-263868-01-06-01-D1	5	0	126	0	0	0	0	0	0	0
LKCGP-P003202-273784-01-01-01-D1	21	0	147	0	0	0	0	0	0	0
LKCGP-P003204-276307-01-01-01-D1	25	0	116	0	0	0	0	258	0	0
LKCGP-P003206-273438-01-02-05-D1	12	0	194	0	0	0	0	0	0	0
LKCGP-P003302-274819-01-01-01-D1	13	0	163	0	0	0	0	0	0	0
LKCGP-P003306-273987-01-02-01-D1	19	0	333	0	0	0	0	0	0	0
LKCGP-P003401-265908-01-06-01-D1	5	0	136	0	0	0	0	0	0	0
LKCGP-P003402-274814-01-01-01-D1	6	0	179	0	0	0	0	0	0	0
LKCGP-P003404-276310-01-01-01-R1	10	0	162	0	0	0	0	0	0	0
LKCGP-P003501-266284-01-04-01-D1	15	0	235	0	0	0	0	0	0	0
LKCGP-P003502-275267-01-01-01-R1	5	0	222	0	0	0	0	0	0	0
LKCGP-P003504-276910-01-01-21-R1	4	0	103	0	0	0	0	0	0	0
LKCGP-P003506-274441-01-02-05-R1	3	0	83	0	0	0	0	0	0	0
LKCGP-P003602-275769-01-06-01-R1	14	0	76	0	0	0	0	0	41	0
LKCGP-P003604-277454-01-04-20-D1	9	0	184	0	0	0	0	0	0	0
LKCGP-P003606-275528-01-06-19-D1	10	0	252	0	0	0	0	0	0	0
LKCGP-P003702-277038-01-04-01-D1	3	26	293	51	0	0	0	0	0	0
LKCGP-P003704-277451-01-01-01-D1	14	0	185	0	0	0	0	0	0	0
LKCGP-P003707-302481-01-03-01-R1	0	0	225	0	0	79	0	0	0	0
LKCGP-P003801-267911-02-06-01-R1	2	0	132	0	0	0	0	0	0	0
LKCGP-P003804-277725-01-04-01-R1	11	0	152	0	0	0	0	0	0	0
LKCGP-P003901-268344-01-06-01-R1	9	0	155	0	0	0	0	0	0	0
LKCGP-P003902-277744-01-01-01-D1	11	0	109	0	0	0	0	0	0	34
LKCGP-P003904-279449-01-01-01-D1	7	0	166	0	0	0	0	0	0	38
LKCGP-P003906-277863-02-03-03-R3	0	0	303	0	0	0	0	0	0	0
LKCGP-P004001-268467-01-01-01-R2	3	0	170	0	0	0	0	0	0	0
LKCGP-P004001-268560-01-01-01-R1	3	0	153	0	0	0	0	0	0	0
LKCGP-P004101-269599-01-04-01-R1	32	0	262	0	0	0	0	250	0	0
LKCGP-P004102-279100-01-04-01-D1	7	0	124	0	0	0	0	0	0	0
LKCGP-P004107-311731-01-03-01-D1	8	0	33	0	0	0	0	78	0	0
LKCGP-P004201-269359-01-01-01-R1	6	0	231	0	0	0	0	0	0	0
LKCGP-P004202-279837-01-04-01-R1	5	33	313	100	0	0	0	0	0	0
LKCGP-P004301-270831-01-01-01-D1	16	0	95	0	0	0	0	56	39	0
LKCGP-P004401-270614-01-01-01-D1	14	0	308	21	0	0	0	0	0	0
LKCGP-P004402-279901-01-01-01-D1	1	0	293	0	0	0	0	0	0	0
LKCGP-P004404-282217-01-05-01-R1	8	19	249	32	0	101	0	0	0	0
LKCGP-P004501-271563-01-02-05-R1	6	0	48	0	0	0	0	0	0	0
LKCGP-P004701-273654-01-02-19-R1	14	0	249	0	0	0	0	0	0	0
LKCGP-P004801-275546-01-01-21-D1	6	0	130	0	0	0	0	0	0	0
LKCGP-P004804-288456-01-03-01-R1	2	0	148	0	0	0	0	0	0	0
LKCGP-P004901-275394-01-02-01-R2	19	0	73	0	0	0	0	167	0	0
LKCGP-P005001-275776-01-03-01-R1	10	0	192	0	0	60	0	0	0	0
LKCGP-P005101-276367-01-06-19-D1	9	0	166	0	0	0	0	0	0	0
LKCGP-P005106-292258-01-01-01-R1	13	0	122	0	0	46	0	0	0	0
LKCGP-P005201-276908-01-02-04-D1	10	0	166	0	0	0	0	0	0	0
LKCGP-P005301-277991-01-04-01-D1	9	0	142	0	0	0	0	0	0	0
LKCGP-P005401-277060-01-01-21-D1	7	0	151	0	0	0	0	0	0	0
LKCGP-P005406-294364-01-01-01-R2	3	0	63	0	0	0	0	111	0	0
LKCGP-P005501-278087-01-02-01-D1	6	0	130	0	0	0	76	0	0	0
LKCGP-P005504-294490-01-01-21-R1	10	0	213	0	0	0	0	0	0	0
LKCGP-P005601-279473-01-06-01-D1	8	0	135	0	0	0	0	0	66	0
LKCGP-P006104-300166-01-01-01-P1	0	0	165	0	0	0	0	0	0	0
LKCGP-P006202-298174-01-04-01-R1	14	23	223	17	0	103	0	0	0	0
LKCGP-T001102-244973-01-01-01-D1	16	0	155	0	0	0	0	0	0	51
LKCGP-T001202-245167-01-04-01-D1	46	0	371	0	0	0	0	0	142	96
LKCGP-T005701-242678-01-04-01-D1	5	0	110	0	0	0	0	0	0	0
LKCP-T000101-030303-01-04-01-D1	35	0	639	0	0	0	0	0	0	141
LKCP-T000102-168359-01-04-01-D1	0	0	138	15	0	0	0	0	0	0
LKCP-T000201-030226-01-01-01-D1	44	0	464	0	0	0	0	0	171	151
LKCP-T000301-174312-01-03-01-R1	0	0	56	0	0	0	0	140	0	0
LKCP-T000401-030270-02-02-16-R2	164	0	2343	0	0	0	0	0	539	0
LKCP-T000601-028528-01-01-01-R1	10	0	208	0	0	0	0	0	0	39
LKCP-T000602-176413-01-03-01-R1	0	0	235	0	0	0	0	0	0	0
LKCP-T000801-030437-01-01-01-D1	6	0	105	0	0	0	0	0	0	28
LKCP-T000802-236863-01-01-01-R1	0	22	131	0	56	0	0	0	0	0
LKCP-T000901-030528-01-05-01-D1	24	0	336	0	0	0	0	0	0	132
LKCP-T000902-239174-01-06-01-D1	0	0	119	0	0	0	0	0	0	0
LKCP-T001002-239333-01-06-01-D1	4	0	61	0	0	0	0	0	0	0
LKCP-T001101-030632-01-06-01-D1	57	0	596	0	0	0	0	0	287	286
LKCP-T001301-030877-01-03-01-R1	6	0	16	0	0	0	0	91	0	0
LKCP-T001601-030978-01-02-01-D1	7	0	57	0	0	0	0	99	0	31
LKCP-T001701-030976-01-04-01-R1	1	8	54	28	0	0	0	197	0	0
LKCP-T001801-031023-07-02-05-R1	4	0	126	0	0	0	0	0	0	0
LKCP-T001901-031281-01-04-01-R1	3	0	79	0	0	0	0	0	0	0
LKCP-T002101-031422-01-01-01-D1	7	0	56	0	0	0	0	0	0	15
LKCP-T002201-031482-01-01-01-R1	1	0	141	0	0	0	0	0	0	0
LKCP-T002301-031556-06-02-09-D1	7	0	63	0	0	0	0	0	0	0
LKCP-T002501-164590-01-01-01-P2	13	0	182	0	0	0	0	0	0	0
LKCP-T002701-167650-01-03-01-P1	14	0	28	0	0	102	0	240	0	0
LKCP-T002801-167757-01-01-01-R1	5	0	199	0	0	0	0	0	0	0
LKCP-T002901-167990-01-04-01-R1	6	0	188	0	0	0	0	0	0	41
LKCP-T003101-169491-01-01-01-R1	9	0	102	0	0	0	0	0	0	0
LKCP-T003201-169765-01-01-01-D1	8	0	167	0	0	0	72	0	0	0
LKCP-T003301-172592-01-01-01-D1	3	0	93	21	0	0	0	0	39	0
LKCP-T003401-174216-01-01-01-R1	5	0	125	0	0	0	0	0	0	0
LKCP-T003801-175631-01-01-01-D1	0	0	92	0	0	0	0	0	0	0
LKCP-T003901-176167-01-03-01-R1	2	0	66	0	0	76	0	92	0	0
LKCP-T004001-176166-06-06-01-D1	0	0	62	0	0	0	0	0	0	0
LKCP-T004301-178339-01-01-01-R1	7	0	68	0	0	0	0	107	0	0
LKCP-T004401-235152-01-01-01-D1	2	0	160	0	0	0	0	0	0	0
LKCP-T004501-236339-01-02-05-R1	5	0	30	0	0	0	0	47	0	0
LKCP-T004601-236658-01-04-01-D1	2	0	72	0	0	0	0	0	0	0
LKCP-T004701-237396-01-04-01-D1	1	0	164	0	0	0	0	0	0	0
LKCP-T004801-237803-03-01-01-D1	13	0	107	0	0	0	0	0	42	0
LKCP-T004901-238554-01-02-01-D1	12	0	90	0	0	0	0	0	0	0
LKCP-T005201-239954-01-01-01-D1	39	0	371	0	0	0	0	0	0	127
LKCP-T005401-240316-01-04-01-R1	15	0	179	0	0	0	0	0	0	43
I-H-108298-T1-1-D1-1	5	9	0	17	0	0	0	155	0	0
I-H-108317-T1-1-D1-1	2	0	0	0	0	0	0	68	0	0
I-H-108319-T1-1-D1-1	3	0	18	0	0	46	0	55	0	0
I-H-108333-T2-2-D1-1	1	0	4	0	0	0	0	20	0	0
I-H-121266-T1-2-D1-1	2	0	0	0	0	0	0	38	0	0
I-H-133671-T1-2-D1-1	1	0	80	0	0	0	0	0	0	0
I-H-133672-T1-2-D1-1	0	0	38	0	0	0	0	0	0	0
I-H-133673-T2-1-D1-1	14	0	22	0	0	0	0	151	0	0
I-H-133674-T1-2-D1-1	0	0	82	0	0	233	0	0	0	0
I-H-133675-T1-2-D1-1	0	38	42	50	0	37	0	0	0	0
I-H-134733-T3-2-D1-1	2	39	0	30	0	54	0	93	0	0
I-H-134753-T1-1-D1-1	5	0	0	0	0	0	0	65	0	0
I-H-134754-T1-1-D1-1	0	0	42	0	0	0	0	0	0	0
I-H-134756-T1-1-D1-1	0	0	12	0	0	0	0	0	0	0
I-H-134757-T1-1-D1-1	0	0	22	0	0	0	0	85	0	0
I-H-134768-T1-1-D1-2	2	0	61	0	0	0	0	0	0	0
I-H-135062-T1-1-D1-1	0	0	74	0	0	0	0	0	0	0
I-H-135065-T1-1-D1-1	0	0	129	0	0	0	0	0	0	0
I-H-135074-T1-2-D1-1	14	0	43	0	0	0	0	172	0	0
I-H-135076-T1-1-D1-1	4	0	0	0	0	0	0	63	0	0
I-H-135088-T1-2-D1-1	3	0	0	0	0	0	0	150	0	0
I-H-135387-T1-1-D1-1	2	20	1	12	0	0	0	57	0	0
I-H-135392-T1-1-D1-1	5	4	13	11	0	0	0	34	0	0
I-H-135393-T1-1-D1-1	0	0	56	0	0	0	0	0	0	0
I-H-135420-T1-2-D1-1	3	0	97	0	0	0	0	0	0	0
I-H-135459-T1-2-D1-1	2	0	0	0	0	0	8	0	0	0
I-H-135463-T1-2-D1-1	1	0	0	0	0	0	0	27	0	0
I-H-135467-T1-2-D1-1	1	0	9	0	0	0	0	0	0	0
I-H-135963-T1-1-D1-1	0	0	77	0	0	0	45	0	0	0
I-H-135963-T2-2-D1-1	8	0	28	0	0	0	47	82	0	0
I-H-135965-T1-1-D1-1	0	50	24	43	0	0	0	0	0	0
I-H-135967-T1-2-D1-1	3	40	7	19	0	117	0	265	0	0
I-H-135973-T1-2-D1-1	0	0	8	0	0	24	0	0	0	0
I-H-135988-T1-2-D1-1	1	0	13	0	0	0	0	0	0	0
I-H-136062-T1-1-D1-1	0	6	10	9	0	0	0	0	0	0
I-H-136083-T1-2-D1-1	1	0	0	0	0	0	0	32	0	0
I-H-136086-T1-1-D1-1	6	0	44	0	0	0	0	0	0	0
I-H-136134-T1-1-D1-1	7	0	6	0	0	0	0	235	0	0
I-H-136375-T1-1-D1-1	0	0	22	0	0	48	0	169	0	0
I-H-136424-T1-1-D1-1	0	0	51	0	0	0	0	0	0	0
I-H-136428-T1-1-D1-1	4	19	86	42	0	0	0	125	0	0
IID_H134768_T02_01_WG01	3	0	15	0	0	0	0	51	0	0
IID_H135068_T05_01_WG01	9	0	2	0	0	0	0	160	0	0
IID_H136433_T07_01_WG01	0	49	140	50	0	0	0	0	0	0
IID_H136640_T01_01_WG01	6	0	43	0	0	0	0	0	0	0
IID_H136641_T01_01_WG01	2	29	22	39	0	0	0	85	0	0
IID_H136648_T01_01_WG01	0	0	0	0	0	0	0	56	0	0
IID_H136649_T01_01_WG01	1	0	0	0	0	0	0	43	0	0
IID_H156407_T01_01_WG01	2	0	58	0	0	0	0	0	0	0
IID_H156409_T01_01_WG01	0	0	249	0	0	237	0	0	0	0
IID_H156416_T01_01_WG01	0	0	14	0	0	0	0	0	0	0
IID_H156418_T01_01_WG01	0	0	15	0	0	0	0	0	0	0
IID_H158181_T01_01_WG01	0	0	2	0	0	3	0	0	0	0
IID_H158182_T01_01_WG01	1	0	22	0	0	48	0	70	0	0
IID_H158183_T01_01_WG01	0	0	22	0	0	0	0	38	0	0
IID_H158184_T01_01_WG01	3	0	0	0	0	0	0	93	0	0
IID_H158186_T01_01_WG01	4	0	1	0	0	0	0	81	0	0
IID_H158223_T01_01_WG01	1	0	24	0	0	42	0	105	0	0
IID_H158271_T01_01_WG01	2	0	22	0	0	0	0	0	0	0
IID_H158493_T01_01_WG01	3	4	0	12	0	0	0	110	0	0
